County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
MONTOUR,264.1334569,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
GREENE,242.2507191,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
INDIANA,258.0704923,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
LYCOMING,221.426836,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
LYCOMING,"26,788",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
PERRY,"5,355",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
POTTER,121.9425526,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
WYOMING,182.2244831,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
BERKS,"52,377",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
SCHUYLKILL,183.0218774,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
ALLEGHENY,270.7829912,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
LACKAWANNA,"69,685",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
JUNIATA,145.1554519,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
MIFFLIN,227.0942126,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
LACKAWANNA,352.4164659,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
LYCOMING,218.389907,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
FULTON,191.7349727,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
WESTMORELAND,231.805164,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
FAYETTE,266.6028795,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
TIOGA,"6,460",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
MCKEAN,"8,955",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
FAYETTE,222.1753445,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
VENANGO,226.6935453,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,61,61,42,121,"(41.4034125863, -79.7628656104)","1,400",71,45,5,50
BRADFORD,192.578575,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
HUNTINGDON,154.709208,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
NORTHAMPTON,159.3349521,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
YORK,155.8691498,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
BERKS,"55,353",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
MONROE,177.6902792,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
BLAIR,"41,020",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
PIKE,141.913538,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
BLAIR,359.7192138,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
WASHINGTON,"36,600",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
LANCASTER,149.6991643,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
ADAMS,115.1790957,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
LAWRENCE,204.1950191,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
LUZERNE,236.5645436,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
INDIANA,"19,066",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
LYCOMING,"22,332",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
POTTER,"2,098",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
CLEARFIELD,217.3557,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
BUCKS,"107,864",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
LACKAWANNA,329.7589922,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
FOREST,109.4112826,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
FRANKLIN,"22,030",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
SUSQUEHANNA,143.7276687,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
BUCKS,138.2457507,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
GREENE,249.5900207,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
FOREST,109.0015025,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
WAYNE,177.0262276,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
CLARION,164.3860515,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
CARBON,142.2618486,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
CRAWFORD,227.7148521,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
PIKE,135.8842374,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
LEBANON,"23,291",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
WYOMING,192.4712038,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
CLINTON,"9,200",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
MONROE,192.5128539,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
JEFFERSON,266.3081705,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
MERCER,"27,153",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
HUNTINGDON,"5,430",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
BUCKS,167.8977776,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
FOREST,90.01502527,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
POTTER,148.0604086,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
BEAVER,272.2407707,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
WAYNE,179.7870243,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
WAYNE,189.193453,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
FOREST,95.88853982,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
LEHIGH,223.0474161,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
CUMBERLAND,158.2617724,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
ARMSTRONG,194.5973588,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
LEHIGH,206.7317092,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
NORTHAMPTON,171.0454061,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
CARBON,190.6940906,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
JUNIATA,"2,979",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
BRADFORD,195.7544841,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
PIKE,123.6816529,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
WARREN,"6,526",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
MONTGOMERY,196.9442332,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
PHILADELPHIA,"243,220",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
PHILADELPHIA,152.2943199,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
ALLEGHENY,"321,804",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
NORTHUMBERLAND,193.5142261,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
MONROE,162.5245337,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
LAWRENCE,239.2604303,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
CLEARFIELD,194.9104174,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
BERKS,142.6646288,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
SNYDER,"5,571",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
JUNIATA,"2,574",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
BLAIR,"31,537",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
ARMSTRONG,172.0662997,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
LYCOMING,210.6934611,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
JUNIATA,127.4584724,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
CAMBRIA,"37,502",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
LUZERNE,"79,851",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
CAMBRIA,212.3326307,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
SOMERSET,197.279546,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
GREENE,200.9839503,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
MCKEAN,229.4248263,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
LANCASTER,139.6787372,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
