Link-Statewide,Class,Count,County,Dashboard,Link-PDMPNotes,Link-OverdoseNotes,Link-Contact,Link-Emergency,Measure1,Notes,Number of Records,Link-Controlled,Time Measure,Time Period
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,180.914944414,TIOGA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,150.707780094,UNION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,211.289034270,VENANGO,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,189.731417864,WARREN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,203.667642717,WASHINGTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,192.900808519,WAYNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,256.390347101,WESTMORELAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,202.717924494,WYOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,159.954838826,YORK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q3
Statewide Drug Dispensation and Overdose Measures,Amphetamines,26.365237816,ADAMS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,35.262962464,ALLEGHENY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,29.885991036,ARMSTRONG,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,38.308775660,BEAVER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,26.611484739,BEDFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,28.680462475,BERKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,47.918170878,BLAIR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,24.370577588,BRADFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,44.950582616,BUCKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,39.834731090,BUTLER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,32.264050114,CAMBRIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,37.203335471,CAMERON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,18.036292732,CARBON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,42.108457613,CENTRE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,56.173399030,CHESTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,24.355412458,CLARION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,36.949724552,CLEARFIELD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,41.776055871,CLINTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,29.193014152,COLUMBIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,33.040796689,CRAWFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,61.322463039,CUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,41.993810900,DAUPHIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,42.033929592,DELAWARE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,47.440944882,ELK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,47.949545088,ERIE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,39.342137976,FAYETTE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,3.961207485,FOREST,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,38.316293037,FRANKLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,33.606557377,FULTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,45.675726537,GREENE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,30.240610071,HUNTINGDON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,31.923023482,INDIANA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,27.136795771,JEFFERSON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,21.960342678,JUNIATA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,45.603607782,LACKAWANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,35.166202414,LANCASTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,40.300593397,LAWRENCE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,26.162476686,LEBANON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,27.170815124,LEHIGH,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,"Dispensations per 1,000 Residents",,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
